ciudad,vertical,negocio,reseñas,nota,web,telefono,place_id,lead
Móstoles,dental,Clínica Dental Las Lomas,12,3.8,https://www.laslomasclinicadental.com/,+34916462755,ChIJKRCE1YKOQQ0RYTwW9GkUVKs,7
Madrid,estetica,Estética Especializada Parreño,12,3.8,http://esteticaparreno.es/,+34911103586,ChIJec6aN_8lQg0RWX4E0cq3zaM,7
Sant Cugat del Vallès,pilates,Nina Studio,12,3.9,http://www.ninastudio.es/,+34628091865,ChIJDZtUB9yWpBIRoEN72fKaTk0,7
Barcelona,fisioterapia,Fisioakasa Fisioterapia a Domicilio,12,4.3,https://www.fisioakasa.com/,+34661353487,ChIJH_1Z1029pBIR-Hv-Fskicuk,7
Sabadell,dental,Eix Clínica Dental,12,2.7,https://altersalus.es/dental-sabadell-2/,+34937231273,ChIJYQXQnPqUpBIReLxt4j_CepY,7
Sant Boi de Llobregat,estetica,Centre d'Estètica Haniel,12,4.3,http://www.haniel.es/,+34936309528,ChIJ14bwpIWbpBIRgVP3Ej2mH5M,7
Cornellà de Llobregat,peluqueria,PELUQUERÍA GAVARRA.,12,4,https://instagram.com/peluqueria_gavarra?r=nametag,+34632440895,ChIJb3HlwRGZpBIR0RrwlzbTJ7Q,7
València,pilates,QEP Pilates,12,4.3,http://www.qeppilates.es/,+34963338245,ChIJZeNi4LlIYA0RstQHLMuI4lY,7
València,pilates,Estudio de Pilates Teresa Tomas,12,4.4,http://www.pilatestt.es/,+34678415172,ChIJASIVLoNPYA0RH5qxXencUYU,7
Paiporta,dental,Clínica Dental Nova Paiporta,12,3.3,https://www.clinicasdentalesdrballester.com/nova-paiporta,+34963979717,ChIJFaGeeVxOYA0RdeuBH0iZA8k,7
València,dental,Clínica Dental Llorens y Montero (antiguamente Dr. Vicente Palomares),12,4.3,https://www.instagram.com/clinicadental_llorensymontero/,+34963334884,ChIJRfM3bNFPYA0RERA3MHKrDPU,7
Madrid,dental,RP M,13,4.2,http://www.institutorpm.com/,+34914573358,ChIJW6sExCYpQg0RmRBlJELSJpw,7
Barcelona,fisioterapia,Escola d'Arts Marcials Chi Shin,13,4.5,https://chishin.org/,+34625401297,ChIJj_wdK5CYpBIR-qMHCea5S8U,7
Barcelona,fisioterapia,NBSALUT,13,4,http://www.nbsalutnoubarris.com/,+34933534142,ChIJuaFF4uK8pBIRjo1LlyOP3GQ,7
L'Hospitalet de Llobregat,dental,Clinica Dental Implants i Dents,13,4.5,http://www.implantsidents.com/,+34934382252,ChIJbVs2ZByZpBIRejezdhJmvpA,7
Barcelona,dental,Centre Odontològic Prodents,13,4.4,http://www.prodentsbcn.com/,+34933306050,ChIJdY6Fp_SYpBIRf8t41shSYZo,7
Santa Coloma de Gramenet,peluqueria,Excellence Peluqueria Unisex,13,3.5,https://www.instagram.com/kamal.belkadi_?igsh=MXFjaG45azFkZG5meg==,+34637293162,ChIJEwKlYZq8pBIR6p1dd-Giqpg,7
Paiporta,fisioterapia,Laura García Martínez,13,4.2,https://www.clinicapaiporta.com/,+34963975023,ChIJYQA5d1xOYA0RdWWM59YWXIo,7
València,dental,Clínica Dental Dr. Manuel Sancho,13,3.9,http://www.doctoralia.es/medico/sancho+lluesa+manuel-10372033,+34963331094,ChIJ11Zul8pIYA0RDkO5QBZzXqE,7
Meliana,dental,Clínica dental Miñana-Peris,13,4.4,https://dentalminanaperis.webnode.es/,+34961491224,ChIJmQ_2zfxHYA0RCSA3GUr5O6I,7
Torrent,dental,Clínica Dental | Dres. Martínez Palasí,13,4.5,https://www.instagram.com/clinicadentalmartinez_palasi/,+34961570869,ChIJPyJYh7lRYA0RqDuHnHLgT8o,7
València,dental,"Buba, clínicas dentales (Pedro de Valencia, 26)",13,3.8,http://www.clinicasbuba.com/,+34630680767,ChIJmXwHuGFIYA0R8RINoLNC5dQ,7
València,estetica,Sarah Estética,13,4.4,https://www.instagram.com/sarahzaldivarestetica/,+34648269850,ChIJlbNXt4lPYA0ROmMR1g-IVPw,7
Madrid,pilates,VitaminaZen,14,4.3,http://www.vitaminazen.es/,+34640545289,ChIJl6HUcM0nQg0R2yIO9oVzwbA,7
Madrid,fisioterapia,Pieclinic,14,3.5,http://www.pieclinic.com/,+34914073883,ChIJD00bZbcvQg0RcPxf75pCnxQ,7
Madrid,dental,Clinica Dental KS,14,4.5,http://www.clinicadentalks.com/,+34915286013,ChIJJR3SlDAmQg0Rz7ZolZ1IiZA,7
Madrid,dental,Clinica Dental Dr. Jimenez,14,4.5,http://dentaldrjimenez.es/,+34915701770,ChIJl7_W1gYpQg0RGt6J6xlVfrI,7
Badalona,pilates,Uve Movement,14,4.4,https://uvemovement.com/,+34649267534,ChIJKwIP60O7pBIRkKbwKNOPCpg,7
Barcelona,pilates,Centre Pilates Barcelona,14,4.5,http://www.pilates-barcelona.com/,+34933010846,ChIJyyObRuWipBIRGXWlB1ufIVY,7
Mollet del Vallès,dental,Clínica Dental Dr. Machuca,14,4.1,https://clinicadentalmachuca.com/,+34935707089,ChIJddqnrS2_pBIRVnXsr7ZUmZc,7
Barcelona,dental,Fundacion Sanitaria Pere Claver,14,4.4,http://www.institutdentalpereclaver.org/,+34934431200,ChIJqxVji1qipBIRO4D9TyY7RJg,7
Viladecans,dental,Elena Puigdemasa,14,4.3,http://www.clinicapuigdemasa.com/,+34633516776,ChIJ8bmUBemcpBIRKl5ivzE6gMI,7
Barcelona,dental,Diseño de Sonrisas,14,4.4,https://disenodesonrisas.com/,+34932263571,ChIJBZzVBX6ipBIRGUGUZs9ieMc,7
Barcelona,dental,Clínica Dental Marina Dent,14,3.3,http://www.clinicaortizpuigpelat.com/,+34932968385,ChIJMzpVrpmYpBIR0p6LZRzlqsw,7
Barcelona,dental,Clínica Dental Bejar,14,4.4,http://dentalbejar.com/,+34933255543,ChIJWX2CtXiipBIRV8fkjGV7-BU,7
Montornès del Vallès,estetica,MCruz Professionals Nails,14,4.4,http://www.facebook.com/mcruz.nail.5,+34722401330,ChIJkQ2HgGi5pBIRykf-NSdOBb0,7
Barcelona,peluqueria,CENTRE DE FORMACIÓ COLOMER SL,14,4.5,https://escolacolomer.cat/,+34932989495,ChIJ6yQ-CYWZpBIR0h99x7bTAhM,7
València,dental,Clínica Aliaga,14,4.1,http://www.clinicaaliaga.com/,+34963513193,ChIJFcKk_7NIYA0ReX4v-4kN0K4,7
València,dental,"Buba, clínicas dentales (Garza Imperial, 49)",14,4.2,http://www.clinicasbuba.com/,+34630680767,ChIJR0EqoXRPYA0RUoDfvP378x8,7
Picassent,dental,Clínica Guerrero Hernández,14,4.1,https://clinicadentalguerrerohernandez.com/,+34961231961,ChIJt6_Qdn1SYA0RCh4dKjdCMyw,7
València,estetica,MBEAUTY centro de estética y belleza,14,4.5,https://www.instagram.com/mbeauty_valencia?igsh=ZXkxaXRlb2F0N2o1&utm_source=qr,+34641096192,ChIJj4SvCZ1HYA0Rqg-pDyDoozI,7
Madrid,pilates,ISHIMI Gym Boutique,15,4.5,http://espacio62.com/,+34697531979,ChIJyT9VqPAoQg0RliGFHW01fbM,7
Madrid,dental,Clínica Dental Tauro Carabanchel,15,4.1,https://www.clinicadentaltauro.com/,+34915250256,ChIJreBaCy-IQQ0RB6XRYDfLXZA,7
Madrid,dental,Centro Dental Milenium Sanitas,15,2.9,https://www.sanitas.es/dental/clinicas-dentales-milenium,+34915687982,ChIJFznSLY8oQg0R6LfEdklJbro,7
Majadahonda,estetica,PELUQUERIA ALEXANDRO,15,4,https://peluqueria-alessandro.negocio.site/?utm_source=gmb&utm_medium=referral,+34632896334,ChIJg_O0wt6FQQ0RQtS9dNiOc5U,7
Pozuelo de Alarcón,peluqueria,Coqueta peluquería,15,4.2,https://instagram.com/coqueta.pelu,+34630876561,ChIJoU9v2_GHQQ0RVcTNImGkppU,7
Mollet del Vallès,dental,Clínica Dental Dr. Serra,15,4.5,https://drvictorserra.com/,+34935930913,ChIJIa_Ln9m-pBIRbyJ600zUhpg,7
Barcelona,estetica,My Beauty by Nina,15,4.5,http://ninanails.es/,+34605106699,ChIJSb1OXb-ZpBIR0im6hGFYXak,7
València,dental,Dra. Verónica Galcera - Dra. Violeta Tatay Clínica Dental,15,4.5,http://www.veronicagalceradentista.es/,+34963688444,ChIJofE9jwRGYA0RZpLd_bygqCY,7
València,dental,Clínica Dental Carlos Cervera,15,3.9,http://www.clinicadentalcarloscervera.com/,+34963836024,ChIJezxEjmlPYA0RNAgCjRZmCz4,7
València,estetica,Francisca Signes Medicina Estética,15,3.6,http://www.franciscasignes.com/,+34963406010,ChIJ8V8St11PYA0R68EblEgT-9c,7
Madrid,pilates,Pilates Training Center,16,4.5,https://tu-pilates.com/,+34662922215,ChIJ-cwzy7coQg0RWCV2bzKkDQI,7
Madrid,pilates,TRC - The Run Club | Retiro,16,4.4,https://therunclub.es/club-de-corredores-retiro/,+34640852247,ChIJgRywIdQpQg0RmEpPNujrlu8,7
Madrid,fisioterapia,"Sensory, Centro de Desarrollo Infantil",16,4.3,http://www.centrosensory.es/,+34686979952,ChIJvfqCsC0qQg0R5uGOrW8jNPE,7
Madrid,dental,Clínica Dental Quezada,16,4.5,https://www.facebook.com/clinicadentalquezada/?fref=ts,+34915339925,ChIJDVi53fgoQg0RFP0wUfgW44w,7
Barcelona,pilates,Blanc Inspiration Lab,16,4.1,https://blancinspirationlab.com/,+34613055821,ChIJx1lAbt2jpBIRi6oHtbhRu94,7
Barcelona,fisioterapia,FISIOESTHETIC | Centro de Fisioterapia en Barcelona,16,4.1,http://www.fisioesthetic.com/,+34934418128,ChIJeYAssWCipBIRontwep2hlI4,7
Barcelona,dental,Arano Clínica Dental y Medicina Estética,16,4.5,http://www.clinica-arano.com/,+34935950445,ChIJZ22-Ze2ipBIRrBnvuEVS9dk,7
Barcelona,estetica,Body & Face Sarria,16,3.8,http://wix.to/DABfYEQ,+34931245884,ChIJWYJZuGyZpBIR6EpnZkGFaqM,7
Xirivella,dental,Clínica Dental Ortonova - Centro de Ortodoncia y Radiografías,16,4.3,http://ortonova.com/,+34963500949,ChIJyVP5t8FPYA0REX3-2IUxfCE,7
Massamagrell,dental,Clinica Dental Pere Alcantara,16,4,http://www.dentalalcantara.com/,+34961450852,ChIJExoEB9VAYA0RY_QMTs9-WDA,7
València,estetica,Centro de estetica bi-zen,16,4.4,https://www.centrodeesteticabizen.es/,+34961338723,ChIJ1dYkSKZIYA0RE51cVaFoqME,7
Valencia,peluqueria,Peluqueria Unisex Roxana,16,4.5,https://m.facebook.com/pages/category/Beauty--Cosmetic---Personal-Care/Peluquer%C3%ADa-Unisex-Roxana-354682401622232/?locale2=es_ES,+34632277730,ChIJtRId5AhFYA0RVE7o6qNDPqo,7
València,peluqueria,Elio y Luna Peluquería y Uñas 剪艺,16,4.1,https://www.instagram.com/p/CsG7unuoQun/?igshid=NTc4MTIwNjQ2YQ==,+34688172698,ChIJUWeoza5PYA0RHWobira7MBg,7
Madrid,pilates,Allo Armonia,17,4.3,https://www.alloarmonia.com/,+34680381690,ChIJE-fZpnElQg0RTZl47nwKwtc,7
Madrid,pilates,Olavide Yoga,17,4.4,http://olavideyoga.es/,+34644316539,ChIJeb3xOosoQg0RzqYoAfl9N1o,7
Madrid,dental,Straumann Spain,17,3.6,http://www.straumann.es/,+34916308214,ChIJm7u0m2csQg0Rl4LMkh4pVaY,7
Madrid,dental,Clínica Dental R&M,17,4.5,https://clinica-dental-rm.ueniweb.com/?utm_campaign=gmb,+34627299485,ChIJoa_PEcsvQg0RMEfmtOvDTKo,7
Rivas-Vaciamadrid,dental,Clínica Nudental Dr. Pedro Nuñez,17,4.3,http://www.clinicanudental.com/,+34640676420,ChIJL6SYWQU7Qg0RDnOo-0QPUrM,7
Madrid,estetica,Molina & Ferrer Hairdressers,17,4.5,https://molinapeluquerias.com/salon-mujer.php,+34914036343,ChIJPTDEAzYvQg0RjZAm-FPgtJI,7
Madrid,estetica,Centro Dermatológico Dra. Buchó,17,4.5,http://www.buchodermatologia.es/,+34915777635,ChIJUYyBMusoQg0RWi6sOz1NNhI,7
Madrid,peluqueria,Tb Peluqueros,17,3.6,http://www.instagram.com/tb.peluqueros/,+34913857896,ChIJJwqOZh8pQg0RVF1fFEcUgag,7
Barcelona,pilates,AMA Pilates Barcelona,17,4.3,http://amapilatesbarcelona.com/?utm_source=gmb&utm_medium=referral,+34674615298,ChIJ-wUrFyCjpBIRiV4VG3X5fQU,7
Cornellà de Llobregat,fisioterapia,GAMACLINIC,17,4.4,http://www.gamaclinic.es/,+34933752454,ChIJA7FbrWuZpBIRdPBYysMZsCA,7
Barcelona,dental,Shine Dental Clinic Barcelona,17,4.5,https://shinedentalbarcelona.com/,+34934356562,ChIJhcalKRSjpBIRs9YVM9Kae5g,7
Barcelona,dental,DENTES. Clínica Dental,17,4.1,http://www.dentes.es/,+34934154832,ChIJDVhi-aOipBIRZAmzbKTpttU,7
Cornellà de Llobregat,peluqueria,Estrella PERRUQUERIA HOME - DONA.,17,4.3,http://peluqueria-estrella1.webnode.es/,+34934741095,ChIJfwP0slGZpBIRm1zvpseYOow,7
Barcelona,peluqueria,Yos Hair Style,17,4.5,https://www.instagram.com/yoshairstyle/?hl=es,+34698209071,ChIJJ47RFGiZpBIREEbnPwM8rbI,7
València,dental,Dr Luis Senís Segarra,17,3.5,https://www.nonium.es/,+34962622000,ChIJSccY5jlJYA0RlkSt498CD90,7
Torrent,estetica,Numidia Glam,17,4.5,https://www.instagram.com/numidiaglam?igsh=ZGt0NDBzdGIzcGR4,+34621082580,ChIJwRYVzdlRYA0RX2kQIGwaDLw,7
Pozuelo de Alarcón,fisioterapia,Europa Salud,18,4.3,https://www.europasalud.es/,+34917990603,ChIJLWJyOESGQQ0RB2nQIxUUS7Q,7
,dental,DR SMILE® Delicias,18,3,https://drsmile.es/?utm_source=google&utm_medium=cpc&utm_campaign=es-es_gmb_google-mybusiness_low-funnel_madrid-delicias_websitelink,+34910782123,ChIJUZEPQsgnQg0RdIMgZpDu_7Q,7
Madrid,estetica,Med-Estetic Dr. Licitra,18,4,http://www.med-estetic.com/,+34628716579,ChIJzTu8Jx0pQg0RzutkHuNfC68,7
Madrid,peluqueria,Bachaca,18,4.4,http://www.bachaca.es/,+34919424725,ChIJB_v5sGspQg0RWMbb3q8cj40,7
Alcorcón,peluqueria,Tiendanimal - Salón de Belleza,18,4.4,https://tiendas.tiendanimal.es/comunidad-de-madrid/madrid/alcorcon/tiendanimal-salon-de-belleza-91?utm_medium=maps&utm_source=google,+34916044511,ChIJR1-4I9qPQQ0R23XZsGtexJU,7
Barcelona,fisioterapia,(Parèntesi) Espais Psicoterapèutics,18,4.3,https://parentesi-ep.com/,+34930082101,ChIJf16a4dC8pBIRy7-2AIwcC0k,7
Barcelona,fisioterapia,Vala Institute,18,4.4,http://www.valainstitute.com/,+34930115874,ChIJi9CRT9KipBIR9n5V5dl4uGA,7
Barcelona,dental,Clínica Dental Dr Sala,18,4.1,https://clinicadentaldrpedrosalamilla.es/,+34932113190,ChIJJ2ipeg-YpBIRScHvqusVvqk,7
Barcelona,estetica,Steticluz,18,4.3,https://www.instagram.com/steticluzcentrodebelleza/,+34656376189,ChIJNVWMrsy8pBIRUr4AgWdoYqo,7
Santa Coloma de Gramenet,peluqueria,PELU-K,18,4.5,https://www.instagram.com/pelu.k_estilistas/,+34931803779,ChIJ0z3uhEm9pBIRGxLWlFkqiZ4,7
Aldaia,fisioterapia,Clinica pacobautista,18,4.4,http://www.clinicapacobautista.com/,+34961578060,ChIJRQvdbDxQYA0RZMOfU1qzYNA,7
Madrid,dental,Clinica Dental Drs Bascones / Basilun,19,4.5,http://www.doctoresbascones.com/,+34915334212,ChIJkbqc0O4pQg0R_FYM6M5JXZY,7
Santa Coloma de Gramenet,peluqueria,Peluquería Aman,19,4.2,https://amanpeluqueria.setmore.com/resourcebookingpage/r3824ec3a06bd17d7152c8a4eb51adec0429ce169,+34698212430,ChIJZzsYXha9pBIRBX_MZAG-c74,7
València,dental,Clínica dental Sant Isidre,19,4.1,http://clinicasantisidre.es/,+34963578194,ChIJx8mzxg9PYA0R3GLO8gyhpw4,7
Majadahonda,pilates,META PILATES,20,4,https://www.metapilates.es/,+34614517152,ChIJ-yx2J4OFQQ0RoEzBBPw2qe4,7
Madrid,fisioterapia,Fisiomar,20,4.3,http://madridfisio.com/,+34915198617,ChIJ_eXl1s8oQg0RPBJCzvV6YBA,7
Madrid,fisioterapia,"CRENE, Centro de Rehabilitación Neurológica Charo Ariza",20,4,http://crene.es/,+34917431353,ChIJATkfDxMvQg0RfVqfBGqlMLc,7
Madrid,dental,Zenith Periodontal Institute S L,20,4.4,https://drjortegadental.es/,+34917186215,ChIJ0-j3PgEsQg0RjbZSpCrpDKo,7
Madrid,estetica,Lashes Original | Prosperidad | N°1 en Extensiones de Pestañas,20,4.2,https://www.lashesoriginal.com/,+34685918259,ChIJtXDeokApQg0Rcn4fBmEbHRM,7
Viladecans,dental,Clínica Dental Clarós,20,4.2,http://www.dentalclaros.com/,+34936378883,ChIJ7VFa4u6cpBIRNywVSqkhl44,7
Catarroja,dental,Clínica Dental Mónica Llàcer Soria,20,4.4,https://clinicadentaldramonica.es/,+34963111649,ChIJMcvfUJZOYA0R9tBIndoqnqI,7
València,peluqueria,TopCabello,20,4.2,http://www.topcabello.es/,+34961431804,ChIJYRC5VtlOYA0RAxmPkAnKHsg,7
Madrid,pilates,The Pilates Club,21,4.4,http://www.thepilatesclub.es/,+34915647002,ChIJnwJYL8MoQg0Rc05U2pLEAqQ,7
Alcobendas,pilates,Pilates F6,21,4.5,http://www.f6pilates.com/,+34911434566,ChIJSY7zwGcsQg0R-s7uDSh_8vE,7
Madrid,pilates,pilates estudio las rosas,21,4.1,http://www.pilatesestudio.es/,+34913133156,ChIJ4YXWj48vQg0RHgHgrAN37Vg,7
Madrid,fisioterapia,Clínica Monsalvo,21,4.2,http://www.clinicamonsalvo.com/,+34914481527,ChIJPf9NGvQoQg0RZ6VfwoJo45o,7
Madrid,dental,Clínica Dental Virgen del Val,21,3.4,http://dentalvirgendelval.com/,+34914052568,ChIJu8nWBzcvQg0RWCPNSn8SIRI,7
Madrid,dental,DRES. MALMIERCA DENTAL CARPETANA,21,4.3,http://www.dentalcarpetana.com/,+34914623201,ChIJkeBFCSCIQQ0R6LI1qJn0ZrU,7
Madrid,peluqueria,CaPilar HAIRDRESSERS,21,4,https://web.bewe.co/capilar,+34910218750,ChIJlxRCMtIoQg0RdzfrNfRKy6E,7
Barcelona,fisioterapia,Pilar Pons,21,3.9,https://pilarpons.com/,+34608265024,ChIJEWBgWzCZpBIRIPluOs55N7g,7
Barcelona,fisioterapia,Espai de Salut Alè,21,4.5,http://www.espaiale.cat/,+34605453114,ChIJjxxacL-ipBIRLYHF65z46hM,7
Barcelona,dental,"Dr. Pau Rodriguez Berart, Cirujano oral y maxilofacial",21,4.4,https://dr-berart.com/,+34622347468,ChIJ796kwPCZpBIR9nWWBfuxDKk,7
Alella,dental,Clínica Dental Vera,21,4.5,http://www.clinicadentalvera.com/,+34935554971,ChIJMzF37gi6pBIRAtNvfvrXIKk,7
Castelldefels,dental,Clínica Dental Dr. Iván de Peña,21,3.8,https://clinicadentalidp.com/?utm_source=google&utm_medium=local&utm_campaign=mybusiness,+34936651858,ChIJJeOyKsaCpBIRBD8kdTsb46o,7
Barcelona,estetica,AC CLINICS Eixample,21,4.2,https://www.acclinics.es/,+34931211196,ChIJBROnTS2jpBIRg_NuS9EiNxA,7
València,fisioterapia,APTC terapia con caballos,21,4.5,http://www.aptcc.es/,+34962011347,ChIJHQ4bfbJKYA0RdXJzN7FAftA,7
València,dental,Vicente Gabriel Faus Badía,21,4.4,https://vicentefaus.es/,+34610898503,ChIJ9W_gPZdIYA0RxTDLfa1m1ec,7
Paterna,dental,Andreu Dental,21,3.9,https://andreudental.com/,+34961384415,ChIJT5GOoEhFYA0RJKM24YprDSM,7
València,estetica,Gabinete de Estética bella culture,21,4.3,https://www.instagram.com/bella_culturevlc?igsh=aGtoYTdueXpnd2pw,+34659657910,ChIJhaohhEZPYA0RZxu6ZTP2EQ8,7
Fuenlabrada,pilates,Pilates Up,22,4.4,http://www.pilatesup.es/,+34681973847,ChIJBwKCNaqLQQ0Rdtk24eYW1kQ,7
Madrid,dental,Odontomax,22,4.5,https://www.odontomax.es/,+34910146262,ChIJvzdCKLMnQg0RamgsSi_8RI8,7
Madrid,dental,Clinicas Dentales Noemident,22,3.7,http://noemident.com/,+34917979000,ChIJQZRc4bsmQg0RUwhOLUPTUhA,7
Madrid,estetica,Centro de Estetica Mila Galindo,22,4.5,http://www.esteticamilagalindo.com/,+34915225963,ChIJJ28q3gIpQg0Rz_2c-Ek04r8,7
Cerdanyola del Vallès,fisioterapia,Fisiocos Cerdanyola,22,4.1,https://www.fisiocos.com/,+34935809058,ChIJuc4XnhqWpBIRWKuy_LEf5sI,7
Barcelona,dental,Odontología barnaclínic+,22,3.9,https://www.odontologiabarnaclinic.es/,+34932279851,ChIJJbQ8PIWipBIRCQRRLQiYdpw,7
Molins de Rei,dental,Clínica Dental Medina - Molins de Rei,22,3.9,http://clinicamedina.com/,+34936682249,ChIJlb2bwo-apBIRsusqxx4BrK4,7
Barcelona,dental,SANT VICENÇ DENTAL,22,4,http://santvicencsdental.com/,+34936561458,ChIJLRiQ5OiapBIRJd82sCbI87M,7
Sant Cugat del Vallès,dental,MDental,22,4.5,https://www.instagram.com/santcugat_mdental/,+34682500165,ChIJcf7WuZSXpBIRmbPZN__a8NU,7
Barcelona,estetica,El teu estil,22,4.5,https://instagram.com/perruqueriaelteuestil?igshid=MmJiY2I4NDBkZg==,+34933301109,ChIJFeA9tmKYpBIRRvBCgfpj-ZA,7
Mislata,pilates,Pilates Flow Mislata,22,4.4,https://pilatesflow.net/,+34610046790,ChIJbZ7-BKJPYA0RuOVlW-D_790,7
Riba-roja de Túria,dental,Odóntica - Cuidado y Estética Dental,22,3.4,http://odontica.es/,+34961653462,ChIJbcGSCmdZYA0RD4DtOkYOdZw,7
Valencia,dental,Clínica Dental Gran Vía,22,4.5,http://www.estefaniaguisasola.com/,+34963821111,ChIJpXQ6r0RPYA0RjlpfIvFmsbM,7
València,dental,Clínica Beltrán Tarazona,22,3.5,https://clinicaciutatvella.com/,+34686663486,ChIJReAo2E5PYA0RGFUGspMY-sU,7
