ciudad,vertical,negocio,reseñas,nota,web,telefono,place_id,lead
Madrid,estetica,Lashes Original | Prosperidad | N°1 en Extensiones de Pestañas,20,4.2,https://www.lashesoriginal.com/,+34685918259,ChIJtXDeokApQg0Rcn4fBmEbHRM,7
Viladecans,dental,Clínica Dental Clarós,20,4.2,http://www.dentalclaros.com/,+34936378883,ChIJ7VFa4u6cpBIRNywVSqkhl44,7
Catarroja,dental,Clínica Dental Mónica Llàcer Soria,20,4.4,https://clinicadentaldramonica.es/,+34963111649,ChIJMcvfUJZOYA0R9tBIndoqnqI,7
València,peluqueria,TopCabello,20,4.2,http://www.topcabello.es/,+34961431804,ChIJYRC5VtlOYA0RAxmPkAnKHsg,7
Seville,dental,Clínica Dental Constitución 5,20,4.4,http://constitucion5.com/,+34955450474,ChIJJedlpCptEg0RlT-vo5nWswU,7
Bilbao,dental,Clínica Dental Bilbo Latina,20,4.4,http://www.clinicadentalbilbolatina.com/,+34946755326,ChIJbVF5s2xQTg0RWi_hli3k9rw,7
Bilbao,dental,Clínica Dental Pilar García Macías,20,3.7,http://www.clinicadentalpilargarciamacias.es/,+34944211298,ChIJp7-x5ixQTg0RF1nUjc95bRg,7
Santurtzi,dental,CENTRO DENTAL SANTURTZI,20,4.2,https://centrodentalsanturtzi.es/,+34944831236,ChIJLedLGHVZTg0RWztYC4CtSEU,7
Bilbao,peluqueria,Peluquería Art & Estilo,20,4.5,https://www.peluqueria-art-estilo.com/,+34946063981,ChIJ-QISTVRRTg0RBb-edvY1kA4,7
Alicante,estetica,Clínica estética Dra. Teresa Bernabeu,20,3.9,http://www.teresabernabeu.com/,+34607253353,ChIJ8ZqOZ3U3Yg0RmJnIIF4DpA8,7
Córdoba,fisioterapia,Clínica Vitality,20,4.5,http://www.clinicavitality.es/,+34957406358,ChIJDblmMVnfbA0RWGK1TnCsVcw,7
Córdoba,peluqueria,Peluqueria Marina,20,4.5,https://peluqueriamarina.wordpress.com/,+34957470739,ChIJ10kvY3rfbA0Ri6A3i-ifUgA,7
Madrid,pilates,The Pilates Club,21,4.4,http://www.thepilatesclub.es/,+34915647002,ChIJnwJYL8MoQg0Rc05U2pLEAqQ,7
Alcobendas,pilates,Pilates F6,21,4.5,http://www.f6pilates.com/,+34911434566,ChIJSY7zwGcsQg0R-s7uDSh_8vE,7
Madrid,pilates,pilates estudio las rosas,21,4.1,http://www.pilatesestudio.es/,+34913133156,ChIJ4YXWj48vQg0RHgHgrAN37Vg,7
Madrid,fisioterapia,Clínica Monsalvo,21,4.2,http://www.clinicamonsalvo.com/,+34914481527,ChIJPf9NGvQoQg0RZ6VfwoJo45o,7
Madrid,dental,Clínica Dental Virgen del Val,21,3.4,http://dentalvirgendelval.com/,+34914052568,ChIJu8nWBzcvQg0RWCPNSn8SIRI,7
Madrid,dental,DRES. MALMIERCA DENTAL CARPETANA,21,4.3,http://www.dentalcarpetana.com/,+34914623201,ChIJkeBFCSCIQQ0R6LI1qJn0ZrU,7
Madrid,peluqueria,CaPilar HAIRDRESSERS,21,4,https://web.bewe.co/capilar,+34910218750,ChIJlxRCMtIoQg0RdzfrNfRKy6E,7
Barcelona,fisioterapia,Pilar Pons,21,3.9,https://pilarpons.com/,+34608265024,ChIJEWBgWzCZpBIRIPluOs55N7g,7
Barcelona,fisioterapia,Espai de Salut Alè,21,4.5,http://www.espaiale.cat/,+34605453114,ChIJjxxacL-ipBIRLYHF65z46hM,7
Barcelona,dental,"Dr. Pau Rodriguez Berart, Cirujano oral y maxilofacial",21,4.4,https://dr-berart.com/,+34622347468,ChIJ796kwPCZpBIR9nWWBfuxDKk,7
Alella,dental,Clínica Dental Vera,21,4.5,http://www.clinicadentalvera.com/,+34935554971,ChIJMzF37gi6pBIRAtNvfvrXIKk,7
Castelldefels,dental,Clínica Dental Dr. Iván de Peña,21,3.8,https://clinicadentalidp.com/?utm_source=google&utm_medium=local&utm_campaign=mybusiness,+34936651858,ChIJJeOyKsaCpBIRBD8kdTsb46o,7
Barcelona,estetica,AC CLINICS Eixample,21,4.2,https://www.acclinics.es/,+34931211196,ChIJBROnTS2jpBIRg_NuS9EiNxA,7
València,fisioterapia,APTC terapia con caballos,21,4.5,http://www.aptcc.es/,+34962011347,ChIJHQ4bfbJKYA0RdXJzN7FAftA,7
València,dental,Vicente Gabriel Faus Badía,21,4.4,https://vicentefaus.es/,+34610898503,ChIJ9W_gPZdIYA0RxTDLfa1m1ec,7
Paterna,dental,Andreu Dental,21,3.9,https://andreudental.com/,+34961384415,ChIJT5GOoEhFYA0RJKM24YprDSM,7
València,estetica,Gabinete de Estética bella culture,21,4.3,https://www.instagram.com/bella_culturevlc?igsh=aGtoYTdueXpnd2pw,+34659657910,ChIJhaohhEZPYA0RZxu6ZTP2EQ8,7
Coria del Río,dental,Odontologia Caura,21,4.4,http://www.odontologiacaura.es/,+34954770977,ChIJrdWWLcJzEg0Rjw8Uyi7xgAU,7
Seville,dental,Clínica Dental Jardin,21,4,https://dentaljardin.com/?page_id=53,+34954924918,ChIJTTKQwJVuEg0RJdfkN8-AzEQ,7
Seville,estetica,Alba Garcia Nails Salon,21,4.2,http://albagarcianailssalon.booksy.com/a/,+34672933277,ChIJp0qbXGRvEg0RENy79VTiNy8,7
Zaragoza,fisioterapia,Fisioterapia Vitalitas,21,4.3,http://www.fisioterapiavitalitas.es/,+34976599999,ChIJ5zIkt-MUWQ0RcsA3vaFFtD4,7
Zaragoza,dental,Clínica Dental Aida Pellejero en la Bombarda,21,4.2,https://clinicadentalaidapellejero.com/,+34976329875,ChIJX90z4zhrWQ0RTvIKmWmnq40,7
Zaragoza,dental,Clínica Dental Nordent,21,4.1,https://clinicanordent.com/,+34976798133,ChIJb1jGv4QUWQ0Rkja4waBe5Co,7
Zaragoza,dental,Clínica Suma+ Dental | Dentista en Santa Isabel · Zaragoza,21,4.2,https://sumadental.es/,+34976574438,ChIJmzeFxhwUWQ0Rwpszbr35hEQ,7
Zaragoza,dental,ZIMA DENTAL Y MAXILOFACIAL,21,4.1,https://clinicazimadental.com/,+34976755678,ChIJr-elkShrWQ0Rg_Ge2FLwp1Y,7
Torremolinos,dental,Miraglia Endodoncia,21,4.3,http://miragliaendodoncia.es/,+34952376121,ChIJTY91koH3cg0Rb0Jy3_kUAko,7
Málaga,dental,Clínica Payá Podología y Odontología,21,4.5,http://www.clinicapaya.com/,+34663390313,ChIJsy5iTyv3cg0RTzNzgM8bfls,7
Málaga,peluqueria,Estilistas Inés Rueda,21,4.4,https://inesestilista.com/,+34647281382,ChIJVZZgZNj5cg0RhDkSY8GrMPU,7
Los Dolores,fisioterapia,Clínica Dental Tornel,21,4.3,https://www.clinicadentaltornel.com/,+34968348564,ChIJLzV8XJ-BYw0Rp5gyj7iNyRU,7
Las Palmas de Gran Canaria,dental,Clínica Dental Iguazu,21,4,http://www.menadental.es/,+34928415263,ChIJO1iLMbCVQAwRjWMcU773q48,7
Telde,dental,Clínica Dental San Gregorio,21,4,http://www.clinicadentalsangregorio.com/,+34928692966,ChIJG1d2kuWXQAwRhPtaC0xPx-s,7
Las Palmas de Gran Canaria,estetica,Annel Nails beauty,21,3.1,https://annelnailsbeauty.com/,+34643975915,ChIJ99hZt8GXQAwReIIF7B9LZHc,7
Santurtzi,dental,Clínica Dental Amador Matía,21,2.5,http://www.clinicadentalamadormatia.es/,+34944836714,ChIJ7-Ks5J1ZTg0R14BgolcGXNw,7
Bilbao,dental,a&s Odontología Integral,21,4.2,http://www.aysodontologiaintegral.com/,+34946856244,ChIJWZ6Bp9VRTg0REUZPMYmOvh4,7
Alicante,dental,Dentalist,21,4.4,https://dentalistalicante.com/,+34966281983,ChIJhcQ_RUQ2Yg0RkRM4rJRgaac,7
Torrellano,dental,Caster Dental,21,4.4,http://www.casterdental.com/,+34965680436,ChIJy9g_QsdKYg0R0iVg__jncno,7
Alicante,estetica,Centro de estética eliz,21,4,https://l.instagram.com/?u=https://wa.me/message/4HZ4JRLMTXO7N1?fbclid=PAZXh0bgNhZW0CMTEAAaZlqBdJqNEOaaDmG-z5skUaDC09v9xgKSghi_thDFWDjxT0grkL3ibDouQ_aem_4oIHksgXITAGdYC2agDeSw&e=AT1Qmv3CusFZjYX_oetPkA36O2ktWNQ5CsO-XHQ3pwFufGFD-SEoe42QK9CrK5RK6LwspJ81u4l6JU2IFaRq7be4m0mHEy0gmRzahg,+34633899749,ChIJV3syTQc3Yg0RHetQSyrYKcQ,7
Córdoba,fisioterapia,Fisioterapia y Osteopatía Santa Rosa,21,4.4,http://www.fisioterapiayosteopatiasantarosa.es/,+34957279145,ChIJ45gswW7fbA0RaQixzmvRXN4,7
Córdoba,dental,Maxilodental Córdoba,21,4.1,https://maxilodentalcordoba.com/,+34957455454,ChIJL5p7eqEgbQ0RXot2i6xil7E,7
Fuenlabrada,pilates,Pilates Up,22,4.4,http://www.pilatesup.es/,+34681973847,ChIJBwKCNaqLQQ0Rdtk24eYW1kQ,7
Madrid,dental,Odontomax,22,4.5,https://www.odontomax.es/,+34910146262,ChIJvzdCKLMnQg0RamgsSi_8RI8,7
Madrid,dental,Clinicas Dentales Noemident,22,3.7,http://noemident.com/,+34917979000,ChIJQZRc4bsmQg0RUwhOLUPTUhA,7
Madrid,estetica,Centro de Estetica Mila Galindo,22,4.5,http://www.esteticamilagalindo.com/,+34915225963,ChIJJ28q3gIpQg0Rz_2c-Ek04r8,7
Cerdanyola del Vallès,fisioterapia,Fisiocos Cerdanyola,22,4.1,https://www.fisiocos.com/,+34935809058,ChIJuc4XnhqWpBIRWKuy_LEf5sI,7
Barcelona,dental,Odontología barnaclínic+,22,3.9,https://www.odontologiabarnaclinic.es/,+34932279851,ChIJJbQ8PIWipBIRCQRRLQiYdpw,7
Molins de Rei,dental,Clínica Dental Medina - Molins de Rei,22,3.9,http://clinicamedina.com/,+34936682249,ChIJlb2bwo-apBIRsusqxx4BrK4,7
Barcelona,dental,SANT VICENÇ DENTAL,22,4,http://santvicencsdental.com/,+34936561458,ChIJLRiQ5OiapBIRJd82sCbI87M,7
Sant Cugat del Vallès,dental,MDental,22,4.5,https://www.instagram.com/santcugat_mdental/,+34682500165,ChIJcf7WuZSXpBIRmbPZN__a8NU,7
Barcelona,estetica,El teu estil,22,4.5,https://instagram.com/perruqueriaelteuestil?igshid=MmJiY2I4NDBkZg==,+34933301109,ChIJFeA9tmKYpBIRRvBCgfpj-ZA,7
Mislata,pilates,Pilates Flow Mislata,22,4.4,https://pilatesflow.net/,+34610046790,ChIJbZ7-BKJPYA0RuOVlW-D_790,7
Riba-roja de Túria,dental,Odóntica - Cuidado y Estética Dental,22,3.4,http://odontica.es/,+34961653462,ChIJbcGSCmdZYA0RD4DtOkYOdZw,7
Valencia,dental,Clínica Dental Gran Vía,22,4.5,http://www.estefaniaguisasola.com/,+34963821111,ChIJpXQ6r0RPYA0RjlpfIvFmsbM,7
València,dental,Clínica Beltrán Tarazona,22,3.5,https://clinicaciutatvella.com/,+34686663486,ChIJReAo2E5PYA0RGFUGspMY-sU,7
València,dental,Odontofamilia,22,4.5,https://odontofamilia.es/,+34601142546,ChIJY6uzlsNIYA0RKVMdErgYBsw,7
Mislata,dental,Arte Dental,22,3.9,https://sites.google.com/view/arte-dental-clinica/inicio,+34675911595,ChIJVwO9rppPYA0Rl-CDFDUUJuc,7
València,estetica,Carol Barrachina,22,4.5,https://carolbarrachina.com/,+34628271730,ChIJaek560VJYA0R7ggNJ8YmV78,7
Seville,estetica,Biothecare Estétika,22,4.1,http://www.biothecareestetika.com/es/,+34954533907,ChIJGTkVjqtuEg0RmE28o9Oto-Y,7
Seville,estetica,Angela estudio,22,4.2,https://www.instagram.com/angelita_estudio_?igsh=Mnp0bzB3bnhkZ2o5,+34641289785,ChIJJyat-S5pEg0ROESJryf2ZPw,7
Dos Hermanas,peluqueria,Peluquería Estrella Adame,22,4.5,https://www.facebook.com/pages/Peluquer%C3%ADa-Estrella-Adame/500661946633488,+34954725028,ChIJM8j41PVwEg0RgumEtZq1zDY,7
Málaga,dental,Bucaldent Málaga,22,4.3,https://www.clinicasbucaldent.com/,+34952261630,ChIJU4hf8cb3cg0ReofuYqcKVLc,7
Alhaurín de la Torre,estetica,Donaire Belleza y Láser Alhaurín,22,3.8,http://donaire.com.es/,+34952410719,ChIJN9u52tL6cg0RKNQgqyKDaO0,7
Andratx,dental,Clinica Andratx Dental,22,4.3,https://andratxdental.com/,+34971137878,ChIJfVYAjR0hmBIRkdMe_AGmJ9k,7
Palma,estetica,"Pink Flamingo Urban Spa - Palma, Illes Balears",22,4.1,https://beauty.es.wwwcafe.de/pink-flamingo-urban-spa/,+34871577836,ChIJ20CP8lySlxIRDPvWmXzBxUw,7
Las Palmas de Gran Canaria,dental,Clínica dental Kyra,22,3,http://www.clinicaskyra.com/,+34656568191,ChIJhySQvGmVQAwRF2VxJyeCISg,7
Basauri,dental,Clínica Dental Berriotxoa,22,4.1,https://clinicaberriotxoa.com/,+34944407901,ChIJRa01p-1OTg0R1jTrOBXlzQE,7
Bilbao,dental,Clínica Dental IMQ Henao | Bilbao,22,4.2,https://clinicadentalhenao.imq.es/?utm_medium=organic&utm_source=Gmb,+34946673332,ChIJzTXFw_VPTg0RSbpsPw3JBhs,7
San Vicente de Barakaldo,dental,Juriondo,22,4.1,http://www.clinicadentaljuriondo.com/,+34944660540,ChIJ-f_N3Z9QTg0RodqdVGj-WAU,7
Kurtzea,dental,Clínica Dental Loroño,22,4.5,http://www.clinicadentallorono.com/,+34944570890,ChIJnbcFkUVJTg0RoevomOsFFmw,7
Bilbao,peluqueria,Goias,22,4.5,https://www.facebook.com/goias.peluqueria,+34944214917,ChIJeUuHUNFPTg0RHGszmK6234w,7
Alicante,dental,DR SMILE ® Alicante Gran Vía,22,4,https://drsmile.es/?utm_source=google&utm_medium=cpc&utm_campaign=es-es_gmb_google-mybusiness_low-funnel_alicante-gran-via_websitelink,+34910782123,ChIJEXYe5so3Yg0RczFRF7CwSII,7
Córdoba,dental,Clinica Dental Marta De la Peña,22,4.5,http://martadentalcordoba.es/,+34957434370,ChIJ7WwlMpffbA0RIuBhJFExy68,7
Córdoba,dental,Centro Dental y Estética Jesús María - Doctor Tomás Páez,22,4.4,https://www.centrodentaljesusmaria.es/,+34957481231,ChIJGSEZ0WLfbA0R1fHgLAYHqyw,7
Córdoba,dental,Clínica Dental Natalia Martinez,22,4.2,https://nataliamartinez.es/,+34957250678,ChIJJ8hbL4DfbA0RUYCF25F0QD4,7
Madrid,fisioterapia,www.clinicadoctordejuan.es,23,4.1,https://clinicadoctordejuan.es/,+34915490211,ChIJyfWOdkMoQg0RxgAU6HDK68c,7
Madrid,dental,Clínica Colbrand dental,23,4.4,https://colbrandental.es/,+34913446641,ChIJS8BYWOkrQg0RAgkndspGM48,7
Madrid,dental,Clínica Dental Naturdent,23,4.3,https://www.clinicanaturdent.es/es/,+34917736655,ChIJN5jXqo4lQg0Rsywk2jeri7U,7
Santa Perpètua de Mogoda,fisioterapia,"Centro Medicina Correctiva, S.L.",23,3.5,http://www.cmcsl.org/,+34935220018,ChIJXTpQ-Pi-pBIR068o7bqjR6U,7
Castelldefels,estetica,G&P Wellness & Beauty,23,4.4,https://gypwellnessybeauty.wixsite.com/castelldefels,+34655654511,ChIJoYvELbiCpBIRy2G76YBF9RA,7
El Masnou,estetica,Perfumerías FACIAL,23,4,https://perfumeriasfacial.com/tiendas?utm_source=G&utm_medium=Local&utm_campaign=Google-Local,+34671417741,ChIJC1RBAJOxpBIR_z2LVeLEucY,7
Barcelona,peluqueria,Peliqueria Unisex Mary,23,4,https://www.facebook.com/mary.peluq,+34601454322,ChIJ-2OKLRq9pBIRp2D14BgVibs,7
La Pobla de Farnals,dental,Dental La Pobla,23,4.5,http://www.dentallapobla.es/,+34961442484,ChIJvZWK289AYA0RU7PCabUQyq0,7
Valencia,peluqueria,Peluquería uñas TOP.1,23,2.9,https://instagram.com/peluqueria_nails.top.1?igshid=YmMyMTA2M2Y=,+34688187544,ChIJ9eyaaxNPYA0RotmJIr2vop0,7
Sanlúcar la Mayor,dental,Clínica Dental Virgen del Rocío,23,2.6,http://www.clinicadentalvirgendelrocio.com/,+34955701626,ChIJZUPs7NMQEg0RzpK_FmntfNk,7
Tomares,dental,clinica dental Valderrama,23,4.4,http://www.clinicadentalvalderrama.com/,+34954155283,ChIJAeVHlcZsEg0RFTBLjyvRIiA,7
Zaragoza,dental,Centro Odontologico Canfranc,23,4,https://cocanfranc.com/,+34976211188,ChIJ4RcpFOgUWQ0R31Djp4wmupU,7
Zaragoza,dental,Sanadental Zaragoza,23,4.5,https://sanadental.es/,+34976740111,ChIJ7_IWQKMUWQ0RQWbjQ2Ul9aw,7
Zaragoza,dental,POLICLÍNICA DENTAL ACTUR,23,4.1,http://www.policlinicaactur.com/,+34976592893,ChIJp04H3s0VWQ0RHJG4seXALVQ,7
Málaga,dental,CLINICAS DENTALES PRODENTIS Dr Jose Ignacio Pérez,23,3.6,https://www.prodentis.es/,+34951137270,ChIJe0fAu5n3cg0RugQpTsFcbrc,7
Murcia,fisioterapia,Clinica San Basilio,23,4.5,https://www.clinicasanbasilio.es/,+34968290105,ChIJo8lbwJKBYw0R7w0Tdl2CCh0,7
Orihuela,dental,Clinica dental Dra.Tarraga SL.,23,4.4,https://dratarraga.es/,+34865525893,ChIJ79M9ZOOYYw0RqdCQRZtdUys,7
Palma,dental,Clínica Dental UNIDENTS,23,3.3,https://unidents.net/,+34971731520,ChIJST4cd2eSlxIRWajqyj-d3Nk,7
Palma,peluqueria,Hair Coco,23,4.3,http://home.shortcutssoftware.com/haircoco,+34971751134,ChIJ92qFzjOTlxIRcGynztUdGKA,7
Las Palmas de Gran Canaria,estetica,Centro Insular de Dermatologia - Buenaderma,23,4.3,http://www.buenaderma.net/,+34928370917,ChIJVwNWZI-VQAwRGfRmCCzEFe4,7
Bilbao,dental,Clínica Dental Gordoniz,23,4.5,http://www.clinicadentalgordoniz.com/,+34944101913,ChIJieMXLy1QTg0RUT-965AK77c,7
Bilbao,estetica,Pies y Manos,23,4.4,https://www.esteticapiesymanos.es/es/,+34944334305,ChIJmfaOI7VPTg0RJGzqOjhUS0k,7
Alicante,estetica,Anna Lorenzi Clinic,23,4.3,https://www.instagram.com/anna_lorenzi_clinic_spain,+34625922261,ChIJq-9Bj3E3Yg0R7BdGoNzBcTU,7
Madrid,pilates,Estudio de Danza Virginia Recio (Korai Danza S.L),24,4.1,http://www.virginiarecio.es/,+34649226261,ChIJbSrCGhgvQg0RPcFGPQpVoqw,7
Madrid,fisioterapia,Vértex Fisioterapia y Osteopatía,24,4.5,http://www.fisioaluche.es/,+34651452285,ChIJR_J5XWuIQQ0RXA81TZ7g25k,7
Madrid,fisioterapia,FRANHUR SIM SL,24,3.5,http://www.franhur.es/,+34915011182,ChIJSfwO4gQmQg0RCokXp_ubGJo,7
Móstoles,fisioterapia,Instituto Relater,24,4.4,https://relater.es/,+34916181157,ChIJN-aO1X2OQQ0RhKcgKKakiqY,7
Madrid,dental,Clínica Dental Universitaria MiD,24,4.5,https://mid.es/clinica-dental-universitaria-madrid/,+34915156811,ChIJLwv6-cUnQg0RYkrCDBwqdpA,7
Barcelona,fisioterapia,CDIAP Agalma,24,3.7,http://agalma.cat/,+34933477439,ChIJ6bQr68aipBIRedysy8uOtQ8,7
Barcelona,dental,Iclinic,24,4.5,http://www.clinicadentalpifarre.com/,+34934518325,ChIJHXjFqEK5Z0ARhTphzHcKF54,7
Mollet del Vallès,estetica,BETTER ME •Extensiones De Pestañas y Microblading•,24,4.4,https://better-me-1.ueniweb.com/?utm_campaign=gmb,+34664132599,ChIJo22Y1qe_pBIRR8LsoKLSH8c,7
València,pilates,FisioAR,24,4.4,http://fisioar.com/,+34681943368,ChIJDzBrxnVFYA0RU6IJZsSFia0,7
Puçol,dental,CABO MUÑOZ ODONTÓLOGOS,24,4.4,https://xn--cabomuozodontologos-03b.com/,+34961420213,ChIJ_f-vOntAYA0RIzmJfluZKrE,7
València,dental,Clínica Dental Selva,24,4.3,http://www.clinicadentalselva.es/,+34963497884,ChIJ4wtmay5FYA0RF2Kk4ios_sI,7
València,dental,Clinica Dental Bulevard Serreria,24,3.8,https://clinicadentalserreria.webnode.es/?_gl=1*1rsk5ws*_gcl_aw*R0NMLjE2NjM0MTYxNDguQ2p3S0NBanc0SldaQmhBcEVpd0F0SlVOMEMwWjJ4dUlYOTZreENHdnl4dkRZby1TVFVfODFMRGRrclZNRG5mSGZVSndHLUxEMU41UUhob0NEMDRRQXZEX0J3RQ..&_ga=2.133787913.647482324.1663415591-71426835.1663415587&_gac=1.61415774.1663416241.CjwKCAjw4JWZBhApEiwAtJUN0C0Z2xuIX96kxCGvyxvDYo-STU_81LDdkrVMDnfHfUJwG-LD1N5QHhoCD04QAvD_BwE,+34692499181,ChIJb2N3XGBIYA0RBBBPf3zE4t0,7
Torrent,estetica,M&X Estética y Uñas,24,3.8,https://linktr.ee/mx_estetic_,+34653167313,ChIJ6dFYe3tRYA0RqCihHdRXQu4,7
Alcalá de Guadaíra,fisioterapia,"Centro Girasol - Psicología, Logopedia y Fisioterapia",24,4.3,https://centrogirasol.com/,+34955688554,ChIJHcdx9dxkEg0RtcNu2gpxglU,7
Seville,fisioterapia,Rehabilitation Center (Hospital Fátima),24,3.4,http://www.hospitalfatima.es/,+34954298798,ChIJsa_WMy9sEg0RdPhDIFna3Wg,7
Seville,estetica,Dr. Clinical Esthetics. Martínez,24,4.3,http://www.clinicadramartinez.es/,+34954230795,ChIJu9HFEyhsEg0RhY83ROAvJok,7
San Juan de Aznalfarache,peluqueria,Peluquería samir mh,24,4.1,https://instagram.com/peluqueria_.mh?r=nametag,+34643459858,ChIJSaG-TydtEg0RyGqmiqnP49c,7
Dos Hermanas,peluqueria,Double M Peluqueria,24,4,https://doublembelleza.es/,+34674462110,ChIJZ5xhGVlwEg0RxaH729cOO3Q,7
Zaragoza,fisioterapia,Clínicas CRES Zaragoza,24,4.4,https://clinicascres.com/?utm_source=gmb&utm_medium=organic&utm_campaign=gmb_zaragoza,+34976483553,ChIJhTB1yeYUWQ0Rj2nPQpDw4Dc,7
Zaragoza,estetica,Peluquería Búhos,24,4.2,https://www.peluqueriabuhos.es/,+34976418969,ChIJNyJt4_0UWQ0RSzZUonyGJ_I,7
Málaga,dental,Clínica Nieves,24,4.5,https://clinicanieves.es/,+34952298647,ChIJmewVAjdYcg0R2k8gu8kYXrY,7
Estacion de Cartama,dental,Rodríguez & Bandera Clínica Dental,24,4.3,http://www.rodriguezybandera.com/,+34649916744,ChIJZ-onPFDvcg0RPIwa54FdnDo,7
Málaga,dental,Clínica Dental El Perchel - Málaga Centro,24,3.8,http://clinicaperchel.es/,+34637677184,ChIJazm9Mpz3cg0RgQCqO-Um1Fk,7
Málaga,dental,Clínica Dental Teatinos,24,4.5,http://www.clinicadentalteatinos.com/,+34952616686,ChIJceXjI0D3cg0RKS7NXSIRS2Y,7
Torremolinos,peluqueria,Peluquería Africana,24,4.1,https://instagram.com/fatou.extensiones?igshid=MzRlODBiNWFlZA==,+34687340865,ChIJraF-laf7cg0R6ItXtWgcLq8,7
Málaga,peluqueria,Peluquería Olga,24,4.5,https://www.montibello.com/esp,+34952316412,ChIJLXTZIoX3cg0RedPyZ48msmw,7
Las Torres de Cotillas,dental,Clínica Dental Dr. Eduardo López García,24,4.1,https://www.clinicadentaleduardolopez.com/,+34968624646,ChIJh1_9Chp_ZA0RWIsXVlSkVlE,7
Murcia,estetica,Carmen Escribano Centro de Estética,24,4.5,http://www.carmenescribano.com/,+34968874232,ChIJB1zvK6GCYw0REL2vcV3RNJg,7
Palma,estetica,Mallorca City Nails,24,4.5,https://www.instagram.com/mallorcacitynails/?hl=es,+34971727681,ChIJzWWgl1uSlxIR84SOjw1BkPU,7
Marratxí,peluqueria,Peluquería Luís Barceló,24,4.5,https://booksy.com/es-es/dl/show-business/100054,+34649136475,ChIJU4spGQCVlxIRIr12QFrIotw,7
Magaluf,peluqueria,Sirope Style Peluquería,24,4.5,https://www.facebook.com/pages/category/Beauty-Salon/Sirope-style-182456061833374/,+34971131312,ChIJ2-gQyyiJlxIRM5JTZyLIsII,7
Arucas,fisioterapia,Arufis Centro de Fisioterapia,24,4.5,https://www.arufis.com/,+34928605569,ChIJi8rFMBKTQAwRqX64tq9mPls,7
Kurtzea,pilates,Zuzen Pilates,24,4.4,http://zuzenpilates.com/,+34636455888,ChIJAUYyJEdJTg0Rh7dAv0NrocQ,7
Santurtzi,pilates,Gym Centro Rodas,24,4,http://www.centrorodas.es/,+34944624746,ChIJ9wI-zHRZTg0RUzl32aYQmRg,7
Bilbao,peluqueria,"KDP (Kosas de Pelos), distribución y venta productos profesionales de peluquería",24,4.5,http://kosas-de-pelos-productos-profesionales-de.negocio.site/,+34638374883,ChIJo19qG8xPTg0R8GMtnOVe0yY,7
Elx,dental,Dental Design Clínica Dental,24,4.3,http://www.dental-design.es/,+34965452296,ChIJFXJlPYe2Yw0Ritvcdi3Yh5k,7
Alicante,dental,OdontoAlicante Clínica Dental,24,4.3,http://www.odontoalicante.com/,+34965910888,ChIJEcFcwwg3Yg0RYNBnH30cjQI,7
Alicante,estetica,Manipedi spa - Alacant,24,3.6,https://nails.es.ivof.com/501/,+34688794585,ChIJURfji2w3Yg0RRPTJSXuIBXo,7
Madrid,pilates,Inner Experience - centro de entrenamiento holístico - (Feel Your Fit),25,4.4,http://www.feelyourfit.com/,+34665618026,ChIJq6oklXsoQg0RygJLmDoRk5k,7
Madrid,pilates,Core Pilates Energy Center,25,4.4,http://www.corepilatesenergycenter.com/,+34638081138,ChIJT7qJLY8oQg0RB9L_1gMcSwc,7
Alcorcón,dental,Clínica Dental Alcorcón - Gold Care Dental,25,4.5,https://goldcaredentalalcorcon.es/,+34673863414,ChIJr6z1INaPQQ0RLt0CpcjlsK0,7
Las Rozas de Madrid,estetica,VietNamNails,25,3.7,https://www.facebook.com/profile.php?id=100090490567129,+34641243015,ChIJRSrt_kyDQQ0ReCjEKilAIaw,7
Sant Cugat del Vallès,fisioterapia,PRO-FIT centre terapèutic,25,4.5,https://horafisioterapeuta.cat/profit,+34613134455,ChIJKV6wMOWWpBIRrD1QaGnHWUM,7
El Prat de Llobregat,fisioterapia,Summum Salut,25,4.4,http://www.summumsalut.com/,+34628249597,ChIJrf-7UcKepBIRVlIR_CkHKQk,7
València,dental,Dentisan Clinica Dental,25,4.5,http://dentisanclinicadental.es/,+34963835376,ChIJyWl1125PYA0RyW93zsvc8JA,7
Valencia,dental,"Clínica Dental Dr. Ballester Estética, cirugía maxilofacial e implantología",25,2.4,https://www.clinicasdentalesdrballester.com/,+34963803245,ChIJeXUg1ElPYA0RI4FlYKZkLiU,7
València,dental,Clinica Dental Concha Martínez,25,4.5,http://clinicadentalconchamartinez.com/,+34960016747,ChIJqYeyosxIYA0Rgt_MwgbUUwU,7
Dos Hermanas,fisioterapia,Antonio Lobo. Fisioterapeuta,25,4.2,https://clinicaslobo.es/,+34955339777,ChIJc9qn0UNwEg0RLT1ZZ1rpOgI,7
Seville,dental,Clínica Pereira - Odontología y medicina estética en Sevilla,25,4.1,https://www.clinicapereira-sevilla.com/,+34954920302,ChIJm6uYRb1uEg0REXfhs8zkN3M,7
Seville,estetica,Rulos Peluqueros,25,3.9,http://rulospeluqueros89.booksy.com/,+34689298822,ChIJKdnk-8NvEg0RQs425_UMd44,7
Mairena del Aljarafe,estetica,Centros Único,25,3.8,https://www.centrosunico.com/,+34954181073,ChIJG_iL7yNtEg0R65-5U90LYwc,7
Zaragoza,pilates,Gym Pilates Velvet,25,4.2,http://www.gympilatesvelvet.com/,+34976280399,ChIJ6bkrkLcUWQ0RAQqsBTBBem0,7
